id,statcode,statnaam,jrstatcode,rubriek,id_2,LEVL_CODE,NUTS_ID,CNTR_CODE,NAME_LATN,NUTS_NAME,MOUNT_TYPE,URBN_TYPE,COAST_TYPE,FID,freq,sex,unit,age,geo\TIME_PERIOD,2014,2015,2016,2017,2018,2019
cbs_gemeente_2020_labelpoint.98,GM0313,Bunschoten,2020GM0313,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.99,GM0317,Eemnes,2020GM0317,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.100,GM0321,Houten,2020GM0321,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.101,GM0327,Leusden,2020GM0327,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.102,GM0331,Lopik,2020GM0331,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.103,GM0335,Montfoort,2020GM0335,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.104,GM0339,Renswoude,2020GM0339,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.105,GM0340,Rhenen,2020GM0340,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.106,GM0342,Soest,2020GM0342,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.107,GM0344,Utrecht,2020GM0344,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.108,GM0345,Veenendaal,2020GM0345,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.109,GM0351,Woudenberg,2020GM0351,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.110,GM0352,Wijk bij Duurstede,2020GM0352,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.111,GM0353,IJsselstein,2020GM0353,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.112,GM0355,Zeist,2020GM0355,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.113,GM0356,Nieuwegein,2020GM0356,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.114,GM0358,Aalsmeer,2020GM0358,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.115,GM0361,Alkmaar,2020GM0361,gemeente,NL328,"3",NL328,NL,Alkmaar en omgeving,Alkmaar en omgeving,"4","1","1",NL328,A,T,NR,TOTAL,NL328,"233359 ","240505 ","241621 ","243632 ","245196 ","246730 "
cbs_gemeente_2020_labelpoint.116,GM0362,Amstelveen,2020GM0362,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.117,GM0363,Amsterdam,2020GM0363,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.118,GM0370,Beemster,2020GM0370,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.119,GM0373,Bergen (NH.),2020GM0373,gemeente,NL328,"3",NL328,NL,Alkmaar en omgeving,Alkmaar en omgeving,"4","1","1",NL328,A,T,NR,TOTAL,NL328,"233359 ","240505 ","241621 ","243632 ","245196 ","246730 "
cbs_gemeente_2020_labelpoint.120,GM0375,Beverwijk,2020GM0375,gemeente,NL323,"3",NL323,NL,IJmond,IJmond,"4","1","1",NL323,A,T,NR,TOTAL,NL323,"193923 ","194138 ","195029 ","196180 ","197182 ","197988 "
cbs_gemeente_2020_labelpoint.121,GM0376,Blaricum,2020GM0376,gemeente,NL327,"3",NL327,NL,Het Gooi en Vechtstreek,Het Gooi en Vechtstreek,"4","1","2",NL327,A,T,NR,TOTAL,NL327,"245109 ","246497 ","248324 ","250692 ","252974 ","254970 "
cbs_gemeente_2020_labelpoint.122,GM0377,Bloemendaal,2020GM0377,gemeente,NL324,"3",NL324,NL,Agglomeratie Haarlem,Agglomeratie Haarlem,"4","1","1",NL324,A,T,NR,TOTAL,NL324,"225680 ","227647 ","229572 ","231555 ","232834 ","235141 "
cbs_gemeente_2020_labelpoint.123,GM0383,Castricum,2020GM0383,gemeente,NL323,"3",NL323,NL,IJmond,IJmond,"4","1","1",NL323,A,T,NR,TOTAL,NL323,"193923 ","194138 ","195029 ","196180 ","197182 ","197988 "
cbs_gemeente_2020_labelpoint.124,GM0384,Diemen,2020GM0384,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.125,GM0388,Enkhuizen,2020GM0388,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.126,GM0392,Haarlem,2020GM0392,gemeente,NL324,"3",NL324,NL,Agglomeratie Haarlem,Agglomeratie Haarlem,"4","1","1",NL324,A,T,NR,TOTAL,NL324,"225680 ","227647 ","229572 ","231555 ","232834 ","235141 "
cbs_gemeente_2020_labelpoint.127,GM0394,Haarlemmermeer,2020GM0394,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.128,GM0396,Heemskerk,2020GM0396,gemeente,NL323,"3",NL323,NL,IJmond,IJmond,"4","1","1",NL323,A,T,NR,TOTAL,NL323,"193923 ","194138 ","195029 ","196180 ","197182 ","197988 "
cbs_gemeente_2020_labelpoint.129,GM0397,Heemstede,2020GM0397,gemeente,NL324,"3",NL324,NL,Agglomeratie Haarlem,Agglomeratie Haarlem,"4","1","1",NL324,A,T,NR,TOTAL,NL324,"225680 ","227647 ","229572 ","231555 ","232834 ","235141 "
cbs_gemeente_2020_labelpoint.130,GM0398,Heerhugowaard,2020GM0398,gemeente,NL328,"3",NL328,NL,Alkmaar en omgeving,Alkmaar en omgeving,"4","1","1",NL328,A,T,NR,TOTAL,NL328,"233359 ","240505 ","241621 ","243632 ","245196 ","246730 "
cbs_gemeente_2020_labelpoint.131,GM0399,Heiloo,2020GM0399,gemeente,NL328,"3",NL328,NL,Alkmaar en omgeving,Alkmaar en omgeving,"4","1","1",NL328,A,T,NR,TOTAL,NL328,"233359 ","240505 ","241621 ","243632 ","245196 ","246730 "
cbs_gemeente_2020_labelpoint.132,GM0400,Den Helder,2020GM0400,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.133,GM0402,Hilversum,2020GM0402,gemeente,NL327,"3",NL327,NL,Het Gooi en Vechtstreek,Het Gooi en Vechtstreek,"4","1","2",NL327,A,T,NR,TOTAL,NL327,"245109 ","246497 ","248324 ","250692 ","252974 ","254970 "
cbs_gemeente_2020_labelpoint.134,GM0405,Hoorn,2020GM0405,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.135,GM0406,Huizen,2020GM0406,gemeente,NL327,"3",NL327,NL,Het Gooi en Vechtstreek,Het Gooi en Vechtstreek,"4","1","2",NL327,A,T,NR,TOTAL,NL327,"245109 ","246497 ","248324 ","250692 ","252974 ","254970 "
cbs_gemeente_2020_labelpoint.136,GM0415,Landsmeer,2020GM0415,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.137,GM0416,Langedijk,2020GM0416,gemeente,NL328,"3",NL328,NL,Alkmaar en omgeving,Alkmaar en omgeving,"4","1","1",NL328,A,T,NR,TOTAL,NL328,"233359 ","240505 ","241621 ","243632 ","245196 ","246730 "
cbs_gemeente_2020_labelpoint.138,GM0417,Laren,2020GM0417,gemeente,NL327,"3",NL327,NL,Het Gooi en Vechtstreek,Het Gooi en Vechtstreek,"4","1","2",NL327,A,T,NR,TOTAL,NL327,"245109 ","246497 ","248324 ","250692 ","252974 ","254970 "
cbs_gemeente_2020_labelpoint.139,GM0420,Medemblik,2020GM0420,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.140,GM1942,Gooise Meren,2020GM1942,gemeente,NL327,"3",NL327,NL,Het Gooi en Vechtstreek,Het Gooi en Vechtstreek,"4","1","2",NL327,A,T,NR,TOTAL,NL327,"245109 ","246497 ","248324 ","250692 ","252974 ","254970 "
cbs_gemeente_2020_labelpoint.141,GM0431,Oostzaan,2020GM0431,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.142,GM0432,Opmeer,2020GM0432,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.143,GM0437,Ouder-Amstel,2020GM0437,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.144,GM0439,Purmerend,2020GM0439,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.145,GM0441,Schagen,2020GM0441,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.146,GM0448,Texel,2020GM0448,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.147,GM0450,Uitgeest,2020GM0450,gemeente,NL323,"3",NL323,NL,IJmond,IJmond,"4","1","1",NL323,A,T,NR,TOTAL,NL323,"193923 ","194138 ","195029 ","196180 ","197182 ","197988 "
cbs_gemeente_2020_labelpoint.148,GM0451,Uithoorn,2020GM0451,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.149,GM0453,Velsen,2020GM0453,gemeente,NL323,"3",NL323,NL,IJmond,IJmond,"4","1","1",NL323,A,T,NR,TOTAL,NL323,"193923 ","194138 ","195029 ","196180 ","197182 ","197988 "
cbs_gemeente_2020_labelpoint.150,GM0457,Weesp,2020GM0457,gemeente,NL327,"3",NL327,NL,Het Gooi en Vechtstreek,Het Gooi en Vechtstreek,"4","1","2",NL327,A,T,NR,TOTAL,NL327,"245109 ","246497 ","248324 ","250692 ","252974 ","254970 "
cbs_gemeente_2020_labelpoint.151,GM0473,Zandvoort,2020GM0473,gemeente,NL324,"3",NL324,NL,Agglomeratie Haarlem,Agglomeratie Haarlem,"4","1","1",NL324,A,T,NR,TOTAL,NL324,"225680 ","227647 ","229572 ","231555 ","232834 ","235141 "
cbs_gemeente_2020_labelpoint.152,GM0385,Edam-Volendam,2020GM0385,gemeente,NL329,"3",NL329,NL,Groot-Amsterdam,Groot-Amsterdam,"4","1","2",NL329,A,T,NR,TOTAL,NL329,"1305307 ","1313889 ","1329572 ","1344659 ","1357675 ","1370657 "
cbs_gemeente_2020_labelpoint.153,GM0479,Zaanstad,2020GM0479,gemeente,NL325,"3",NL325,NL,Zaanstreek,Zaanstreek,"4","1","2",NL325,A,T,NR,TOTAL,NL325,"166375 ","167158 ","168130 ","169499 ","170860 ","172214 "
cbs_gemeente_2020_labelpoint.154,GM0482,Alblasserdam,2020GM0482,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.155,GM0489,Barendrecht,2020GM0489,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.156,GM1931,Krimpenerwaard,2020GM1931,gemeente,NL33B,"3",NL33B,NL,Oost-Zuid-Holland,Oost-Zuid-Holland,"4","1","2",NL33B,A,T,NR,TOTAL,NL33B,"294815 ","318688 ","320758 ","324054 ","327821 ","331621 "
cbs_gemeente_2020_labelpoint.157,GM0498,Drechterland,2020GM0498,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.158,GM0501,Brielle,2020GM0501,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.159,GM0502,Capelle aan den IJssel,2020GM0502,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.160,GM0503,Delft,2020GM0503,gemeente,NL333,"3",NL333,NL,Delft en Westland,Delft en Westland,"4","1","1",NL333,A,T,NR,TOTAL,NL333,"221743 ","224041 ","224867 ","226047 ","229083 ","231157 "
cbs_gemeente_2020_labelpoint.161,GM0505,Dordrecht,2020GM0505,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.162,GM0512,Gorinchem,2020GM0512,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.163,GM0513,Gouda,2020GM0513,gemeente,NL33B,"3",NL33B,NL,Oost-Zuid-Holland,Oost-Zuid-Holland,"4","1","2",NL33B,A,T,NR,TOTAL,NL33B,"294815 ","318688 ","320758 ","324054 ","327821 ","331621 "
cbs_gemeente_2020_labelpoint.164,GM0518,'s-Gravenhage,2020GM0518,gemeente,NL332,"3",NL332,NL,Agglomeratie's-Gravenhage,Agglomeratie's-Gravenhage,"4","1","1",NL332,A,T,NR,TOTAL,NL332,"830237 ","838015 ","845425 ","853987 ","864129 ","872211 "
cbs_gemeente_2020_labelpoint.165,GM0523,Hardinxveld-Giessendam,2020GM0523,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.166,GM0530,Hellevoetsluis,2020GM0530,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.167,GM0531,Hendrik-Ido-Ambacht,2020GM0531,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.168,GM0532,Stede Broec,2020GM0532,gemeente,NL321,"3",NL321,NL,Kop van Noord-Holland,Kop van Noord-Holland,"4","1","1",NL321,A,T,NR,TOTAL,NL321,"371616 ","372095 ","372606 ","373266 ","374461 ","375659 "
cbs_gemeente_2020_labelpoint.169,GM0534,Hillegom,2020GM0534,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.170,GM0537,Katwijk,2020GM0537,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.171,GM0542,Krimpen aan den IJssel,2020GM0542,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.172,GM0546,Leiden,2020GM0546,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.173,GM0547,Leiderdorp,2020GM0547,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.174,GM0553,Lisse,2020GM0553,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.175,GM0556,Maassluis,2020GM0556,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.176,GM1930,Nissewaard,2020GM1930,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.177,GM0569,Nieuwkoop,2020GM0569,gemeente,NL33B,"3",NL33B,NL,Oost-Zuid-Holland,Oost-Zuid-Holland,"4","1","2",NL33B,A,T,NR,TOTAL,NL33B,"294815 ","318688 ","320758 ","324054 ","327821 ","331621 "
cbs_gemeente_2020_labelpoint.178,GM0575,Noordwijk,2020GM0575,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.179,GM0579,Oegstgeest,2020GM0579,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.180,GM0589,Oudewater,2020GM0589,gemeente,NL310,"3",NL310,NL,Utrecht,Utrecht,"4","1","3",NL310,A,T,NR,TOTAL,NL310,"1253672 ","1263572 ","1273613 ","1284504 ","1295484 ","1306912 "
cbs_gemeente_2020_labelpoint.181,GM0590,Papendrecht,2020GM0590,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.182,GM0597,Ridderkerk,2020GM0597,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.183,GM0599,Rotterdam,2020GM0599,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.184,GM0603,Rijswijk,2020GM0603,gemeente,NL332,"3",NL332,NL,Agglomeratie's-Gravenhage,Agglomeratie's-Gravenhage,"4","1","1",NL332,A,T,NR,TOTAL,NL332,"830237 ","838015 ","845425 ","853987 ","864129 ","872211 "
cbs_gemeente_2020_labelpoint.185,GM0606,Schiedam,2020GM0606,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.186,GM0610,Sliedrecht,2020GM0610,gemeente,NL33A,"3",NL33A,NL,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,"4","1","2",NL33A,A,T,NR,TOTAL,NL33A,"399315 ","400229 ","400908 ","402373 ","404109 ","405481 "
cbs_gemeente_2020_labelpoint.187,GM1963,Hoeksche Waard,2020GM1963,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.188,GM0613,Albrandswaard,2020GM0613,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.189,GM0614,Westvoorne,2020GM0614,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.190,GM0622,Vlaardingen,2020GM0622,gemeente,NL33C,"3",NL33C,NL,Groot-Rijnmond,Groot-Rijnmond,"4","1","1",NL33C,A,T,NR,TOTAL,NL33C,"1417821 ","1403932 ","1412322 ","1422465 ","1431245 ","1441452 "
cbs_gemeente_2020_labelpoint.191,GM0626,Voorschoten,2020GM0626,gemeente,NL337,"3",NL337,NL,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,"4","1","1",NL337,A,T,NR,TOTAL,NL337,"413101 ","415106 ","418023 ","421296 ","424657 ","427217 "
cbs_gemeente_2020_labelpoint.192,GM0627,Waddinxveen,2020GM0627,gemeente,NL33B,"3",NL33B,NL,Oost-Zuid-Holland,Oost-Zuid-Holland,"4","1","2",NL33B,A,T,NR,TOTAL,NL33B,"294815 ","318688 ","320758 ","324054 ","327821 ","331621 "
cbs_gemeente_2020_labelpoint.193,GM0629,Wassenaar,2020GM0629,gemeente,NL332,"3",NL332,NL,Agglomeratie's-Gravenhage,Agglomeratie's-Gravenhage,"4","1","1",NL332,A,T,NR,TOTAL,NL332,"830237 ","838015 ","845425 ","853987 ","864129 ","872211 "
